development_event_id,generation_order,generator_stage,template,side,lateral_factor_id,d_target,d_mid,probe_source,s_probe,d_probe,root_type,root_index,probe_location_rule,probe_anchor_rule,analytic_branch_regime,lateral_constraint_semantics,transition_factor_id,entry_scale,entry_length_m,exit_scale,exit_length_m,transition_semantics,current_coupling_rule,currently_impossible_or_skipped,returned_by_policy,discarded_side,validator_executed,hard_valid,path_digest
DVE006,2000,M1,ZERO_BOUNDARY_SHORT,LEFT,LP_DVE006_c134e9bf857b,0.16265625,0.16265625,M1_BRANCH_COMPLETE_ACTIVE_SET_CLOSURE,,,ZERO_INTERFACE,0,NONE,NONE,ZERO_RIGHT__ZERO_BOTH__ZERO_LEFT,boundary_inset target with hard coupling d_mid=d_target; no probe/root,TP_DVE006_ad7e12902e28,0.5145810930150512,0.12817784699466966,0.4971684162574945,3.07176990033179,"SHORT=(entry_min,exit_min) or SPAN=(entry_quarter,exit_span)",ONLY_THIS_OBSERVED_FULL_TUPLE_IS_LEGAL,alternate d_mid and cross-template transition combinations impossible,True,False,True,False,b3221b2f1700bd8c
DVE006,2001,M1,ZERO_BOUNDARY_SPAN,LEFT,LP_DVE006_c134e9bf857b,0.16265625,0.16265625,M1_BRANCH_COMPLETE_ACTIVE_SET_CLOSURE,,,ZERO_INTERFACE,0,NONE,NONE,ZERO_RIGHT__ZERO_BOTH__ZERO_LEFT,boundary_inset target with hard coupling d_mid=d_target; no probe/root,TP_DVE006_a69fbf1b44f7,0.7136694116555473,0.17776908225674942,0.4971684162574945,3.07176990033179,"SHORT=(entry_min,exit_min) or SPAN=(entry_quarter,exit_span)",ONLY_THIS_OBSERVED_FULL_TUPLE_IS_LEGAL,alternate d_mid and cross-template transition combinations impossible,True,False,True,False,1d6689c29d273240
DVE007,2000,M1,NEAR_LONG,RIGHT,LP_DVE007_a353dafbd8d7,-0.2275967546695623,-0.5437983773347813,M1_BRANCH_COMPLETE_ACTIVE_SET_CLOSURE,0.18666178201720474,-0.5437983773347812,ACTIVE_OUTER,0,CORRIDOR_BOTTLENECK,CORRIDOR_CENTER,SAME_SIGN_NEGATIVE__SIGN_CHANGE__SAME_SIGN_POSITIVE,branch near/far target + BOTTLENECK_CENTER active/inactive analytic d_mid root,TP_DVE007_2aebcd1e9d7a,1.310934367577036,0.17928945394084936,7.397546202396385,18.55678634265873,fixed NEAR_LONG transition pairing,ONLY_THIS_OBSERVED_FULL_TUPLE_IS_LEGAL,analytic lateral result is not crossed with other event transition pairs,True,False,True,False,983f5edef18d8082
DVE008,2000,M1,ZERO_BOUNDARY_SHORT,LEFT,LP_DVE008_c0d7d5b2b199,0.31962128156507347,0.31962128156507347,M1_BRANCH_COMPLETE_ACTIVE_SET_CLOSURE,,,ZERO_INTERFACE,0,NONE,NONE,ZERO_RIGHT__ZERO_BOTH__ZERO_LEFT,boundary_inset target with hard coupling d_mid=d_target; no probe/root,TP_DVE008_83eb5ef7039d,0.5145810930150512,0.6270421314240474,0.4971684162574945,3.07176990033179,"SHORT=(entry_min,exit_min) or SPAN=(entry_quarter,exit_span)",ONLY_THIS_OBSERVED_FULL_TUPLE_IS_LEGAL,alternate d_mid and cross-template transition combinations impossible,True,False,True,False,9dd4839da31b1ab3
DVE008,2001,M1,ZERO_BOUNDARY_SPAN,LEFT,LP_DVE008_c0d7d5b2b199,0.31962128156507347,0.31962128156507347,M1_BRANCH_COMPLETE_ACTIVE_SET_CLOSURE,,,ZERO_INTERFACE,0,NONE,NONE,ZERO_RIGHT__ZERO_BOTH__ZERO_LEFT,boundary_inset target with hard coupling d_mid=d_target; no probe/root,TP_DVE008_4271d076edbd,0.7136694116555473,0.6270421314240474,0.4971684162574945,3.07176990033179,"SHORT=(entry_min,exit_min) or SPAN=(entry_quarter,exit_span)",ONLY_THIS_OBSERVED_FULL_TUPLE_IS_LEGAL,alternate d_mid and cross-template transition combinations impossible,True,False,True,False,9dd4839da31b1ab3
DVE009,2000,M1,ZERO_BOUNDARY_SHORT,LEFT,LP_DVE009_ec2021b73060,0.4766927812819206,0.4766927812819206,M1_BRANCH_COMPLETE_ACTIVE_SET_CLOSURE,,,ZERO_INTERFACE,0,NONE,NONE,ZERO_RIGHT__ZERO_BOTH__ZERO_LEFT,boundary_inset target with hard coupling d_mid=d_target; no probe/root,TP_DVE009_34aed54749b1,0.5145810930150512,0.4250352344014749,0.4971684162574945,3.07176990033179,"SHORT=(entry_min,exit_min) or SPAN=(entry_quarter,exit_span)",ONLY_THIS_OBSERVED_FULL_TUPLE_IS_LEGAL,alternate d_mid and cross-template transition combinations impossible,True,False,True,False,50d265baff4df6de
DVE009,2001,M1,ZERO_BOUNDARY_SPAN,LEFT,LP_DVE009_ec2021b73060,0.4766927812819206,0.4766927812819206,M1_BRANCH_COMPLETE_ACTIVE_SET_CLOSURE,,,ZERO_INTERFACE,0,NONE,NONE,ZERO_RIGHT__ZERO_BOTH__ZERO_LEFT,boundary_inset target with hard coupling d_mid=d_target; no probe/root,TP_DVE009_3e16b5e90094,0.7136694116555473,0.4250352344014749,0.4971684162574945,3.07176990033179,"SHORT=(entry_min,exit_min) or SPAN=(entry_quarter,exit_span)",ONLY_THIS_OBSERVED_FULL_TUPLE_IS_LEGAL,alternate d_mid and cross-template transition combinations impossible,True,False,True,False,50d265baff4df6de
DVE009,2002,M1,NEAR_LONG,LEFT,LP_DVE009_0b5673ec2103,0.4688228254292527,0.9263965727232732,M1_BRANCH_COMPLETE_ACTIVE_SET_CLOSURE,0.25851840947660154,0.7206614127146265,ACTIVE_OUTER,0,CORRIDOR_BOTTLENECK,CORRIDOR_CENTER,SAME_SIGN_POSITIVE__SIGN_CHANGE__SAME_SIGN_NEGATIVE,branch near/far target + BOTTLENECK_CENTER active/inactive analytic d_mid root,TP_DVE009_c85d6b6d407d,1.310934367577036,0.41519778958563996,6.623406445023952,40.92291442936459,fixed NEAR_LONG transition pairing,ONLY_THIS_OBSERVED_FULL_TUPLE_IS_LEGAL,analytic lateral result is not crossed with other event transition pairs,True,False,True,False,0ababf6221d95636
DVE010,2000,M1,ZERO_BOUNDARY_SHORT,LEFT,LP_DVE010_e5bd8bde27d4,0.4902397244933747,0.4902397244933747,M1_BRANCH_COMPLETE_ACTIVE_SET_CLOSURE,,,ZERO_INTERFACE,0,NONE,NONE,ZERO_RIGHT__ZERO_BOTH__ZERO_LEFT,boundary_inset target with hard coupling d_mid=d_target; no probe/root,TP_DVE010_9cf114c0afbf,0.5145810930150512,0.35285948603882966,0.4971684162574945,3.07176990033179,"SHORT=(entry_min,exit_min) or SPAN=(entry_quarter,exit_span)",ONLY_THIS_OBSERVED_FULL_TUPLE_IS_LEGAL,alternate d_mid and cross-template transition combinations impossible,True,False,True,False,19dcb55dadf9576f
DVE010,2001,M1,ZERO_BOUNDARY_SPAN,LEFT,LP_DVE010_e5bd8bde27d4,0.4902397244933747,0.4902397244933747,M1_BRANCH_COMPLETE_ACTIVE_SET_CLOSURE,,,ZERO_INTERFACE,0,NONE,NONE,ZERO_RIGHT__ZERO_BOTH__ZERO_LEFT,boundary_inset target with hard coupling d_mid=d_target; no probe/root,TP_DVE010_74bbd2ab081e,0.7136694116555473,0.35285948603882966,0.4971684162574945,3.07176990033179,"SHORT=(entry_min,exit_min) or SPAN=(entry_quarter,exit_span)",ONLY_THIS_OBSERVED_FULL_TUPLE_IS_LEGAL,alternate d_mid and cross-template transition combinations impossible,True,False,True,False,19dcb55dadf9576f
DVE011,2000,M1,ZERO_BOUNDARY_SHORT,LEFT,LP_DVE011_93b79d093457,0.3383238309358856,0.3383238309358856,M1_BRANCH_COMPLETE_ACTIVE_SET_CLOSURE,,,ZERO_INTERFACE,0,NONE,NONE,ZERO_RIGHT__ZERO_BOTH__ZERO_LEFT,boundary_inset target with hard coupling d_mid=d_target; no probe/root,TP_DVE011_e888d1ad8973,0.5145810930150512,0.3361436309007035,0.4971684162574945,3.07176990033179,"SHORT=(entry_min,exit_min) or SPAN=(entry_quarter,exit_span)",ONLY_THIS_OBSERVED_FULL_TUPLE_IS_LEGAL,alternate d_mid and cross-template transition combinations impossible,True,False,True,False,487e4deed1462055
DVE011,2001,M1,ZERO_BOUNDARY_SPAN,LEFT,LP_DVE011_93b79d093457,0.3383238309358856,0.3383238309358856,M1_BRANCH_COMPLETE_ACTIVE_SET_CLOSURE,,,ZERO_INTERFACE,0,NONE,NONE,ZERO_RIGHT__ZERO_BOTH__ZERO_LEFT,boundary_inset target with hard coupling d_mid=d_target; no probe/root,TP_DVE011_49a5f159c695,0.7136694116555473,0.3361436309007035,0.4971684162574945,3.07176990033179,"SHORT=(entry_min,exit_min) or SPAN=(entry_quarter,exit_span)",ONLY_THIS_OBSERVED_FULL_TUPLE_IS_LEGAL,alternate d_mid and cross-template transition combinations impossible,True,False,True,False,487e4deed1462055
DVE012,0,M0_V1,FROZEN_V1_CURVATURE_CONTINUITY,RIGHT,LP_DVE012_09197946e2c8,-0.4058738239266747,-0.48587382392667616,FROZEN_V1,0.16420911436709762,-0.4858738239266747,ACTIVE_OUTER,0,CURVATURE_CORRIDOR_CRITICAL,CONTINUITY_BIASED_SAFE_ANCHOR,SAME_SIGN_NEGATIVE__SIGN_CHANGE__SAME_SIGN_POSITIVE,existingTargetAnchor + CURVATURE_CONTINUITY probe analytic d_mid root,TP_DVE012_8506984332e3,0.5145810930150512,0.06098099360632686,0.6049868191659147,1.5176128456960238,M0 adaptive entry endpoint/bisection x three exit ratios,ONLY_THIS_OBSERVED_FULL_TUPLE_IS_LEGAL,only canonical retained side proceeds; V2/M1 run only when M0 has no hard-valid,False,True,True,False,f0f9f6fe38a4f62f
DVE012,1,M0_V1,FROZEN_V1_CURVATURE_CONTINUITY,RIGHT,LP_DVE012_09197946e2c8,-0.4058738239266747,-0.48587382392667616,FROZEN_V1,0.16420911436709762,-0.4858738239266747,ACTIVE_OUTER,0,CURVATURE_CORRIDOR_CRITICAL,CONTINUITY_BIASED_SAFE_ANCHOR,SAME_SIGN_NEGATIVE__SIGN_CHANGE__SAME_SIGN_POSITIVE,existingTargetAnchor + CURVATURE_CONTINUITY probe analytic d_mid root,TP_DVE012_998a2d6d2a35,0.5145810930150512,0.06098099360632686,3.94735730932694,9.901968058487196,M0 adaptive entry endpoint/bisection x three exit ratios,ONLY_THIS_OBSERVED_FULL_TUPLE_IS_LEGAL,only canonical retained side proceeds; V2/M1 run only when M0 has no hard-valid,False,True,True,False,1196ef5c9c1c0e4a
DVE012,2,M0_V1,FROZEN_V1_CURVATURE_CONTINUITY,RIGHT,LP_DVE012_09197946e2c8,-0.4058738239266747,-0.48587382392667616,FROZEN_V1,0.16420911436709762,-0.4858738239266747,ACTIVE_OUTER,0,CURVATURE_CORRIDOR_CRITICAL,CONTINUITY_BIASED_SAFE_ANCHOR,SAME_SIGN_NEGATIVE__SIGN_CHANGE__SAME_SIGN_POSITIVE,existingTargetAnchor + CURVATURE_CONTINUITY probe analytic d_mid root,TP_DVE012_02eed5a669bd,0.5145810930150512,0.06098099360632686,7.397546202396385,18.55678634265873,M0 adaptive entry endpoint/bisection x three exit ratios,ONLY_THIS_OBSERVED_FULL_TUPLE_IS_LEGAL,only canonical retained side proceeds; V2/M1 run only when M0 has no hard-valid,False,True,True,False,332d7f5b182511b2
DVE012,3,M0_V1,FROZEN_V1_CURVATURE_CONTINUITY,RIGHT,LP_DVE012_88ff27f3b6be,-0.4058738239266747,-0.4858738239266741,FROZEN_V1,0.16420911436709762,-0.4858738239266747,ACTIVE_OUTER,0,CURVATURE_CORRIDOR_CRITICAL,CONTINUITY_BIASED_SAFE_ANCHOR,SAME_SIGN_NEGATIVE__SIGN_CHANGE__SAME_SIGN_POSITIVE,existingTargetAnchor + CURVATURE_CONTINUITY probe analytic d_mid root,TP_DVE012_52feacd8daf4,1.310934367577036,0.15535370687471242,0.6049868191659147,1.5176128456960238,M0 adaptive entry endpoint/bisection x three exit ratios,ONLY_THIS_OBSERVED_FULL_TUPLE_IS_LEGAL,only canonical retained side proceeds; V2/M1 run only when M0 has no hard-valid,False,True,True,False,432f7a71bb9899bf
DVE012,4,M0_V1,FROZEN_V1_CURVATURE_CONTINUITY,RIGHT,LP_DVE012_88ff27f3b6be,-0.4058738239266747,-0.4858738239266741,FROZEN_V1,0.16420911436709762,-0.4858738239266747,ACTIVE_OUTER,0,CURVATURE_CORRIDOR_CRITICAL,CONTINUITY_BIASED_SAFE_ANCHOR,SAME_SIGN_NEGATIVE__SIGN_CHANGE__SAME_SIGN_POSITIVE,existingTargetAnchor + CURVATURE_CONTINUITY probe analytic d_mid root,TP_DVE012_4ad16ff12631,1.310934367577036,0.15535370687471242,3.94735730932694,9.901968058487196,M0 adaptive entry endpoint/bisection x three exit ratios,ONLY_THIS_OBSERVED_FULL_TUPLE_IS_LEGAL,only canonical retained side proceeds; V2/M1 run only when M0 has no hard-valid,False,True,True,False,c6637527df0ad02b
DVE012,5,M0_V1,FROZEN_V1_CURVATURE_CONTINUITY,RIGHT,LP_DVE012_88ff27f3b6be,-0.4058738239266747,-0.4858738239266741,FROZEN_V1,0.16420911436709762,-0.4858738239266747,ACTIVE_OUTER,0,CURVATURE_CORRIDOR_CRITICAL,CONTINUITY_BIASED_SAFE_ANCHOR,SAME_SIGN_NEGATIVE__SIGN_CHANGE__SAME_SIGN_POSITIVE,existingTargetAnchor + CURVATURE_CONTINUITY probe analytic d_mid root,TP_DVE012_4b09d6590fc9,1.310934367577036,0.15535370687471242,7.397546202396385,18.55678634265873,M0 adaptive entry endpoint/bisection x three exit ratios,ONLY_THIS_OBSERVED_FULL_TUPLE_IS_LEGAL,only canonical retained side proceeds; V2/M1 run only when M0 has no hard-valid,False,True,True,False,3f25c5acd0175a37
DVE012,2000,M1,ZERO_BOUNDARY_SHORT,RIGHT,LP_DVE012_fc04691f6556,-0.4172664204278204,-0.4172664204278204,M1_BRANCH_COMPLETE_ACTIVE_SET_CLOSURE,,,ZERO_INTERFACE,0,NONE,NONE,ZERO_RIGHT__ZERO_BOTH__ZERO_LEFT,boundary_inset target with hard coupling d_mid=d_target; no probe/root,TP_DVE012_ad211259547a,0.5145810930150512,0.06098099360632686,0.4971684162574945,1.2471497743156634,"SHORT=(entry_min,exit_min) or SPAN=(entry_quarter,exit_span)",ONLY_THIS_OBSERVED_FULL_TUPLE_IS_LEGAL,alternate d_mid and cross-template transition combinations impossible,True,False,True,False,e687fe5af0c72862
DVE012,2001,M1,ZERO_BOUNDARY_SPAN,RIGHT,LP_DVE012_fc04691f6556,-0.4172664204278204,-0.4172664204278204,M1_BRANCH_COMPLETE_ACTIVE_SET_CLOSURE,,,ZERO_INTERFACE,0,NONE,NONE,ZERO_RIGHT__ZERO_BOTH__ZERO_LEFT,boundary_inset target with hard coupling d_mid=d_target; no probe/root,TP_DVE012_3598a453aa8c,0.7136694116555473,0.08457417192342324,0.4971684162574945,1.2471497743156634,"SHORT=(entry_min,exit_min) or SPAN=(entry_quarter,exit_span)",ONLY_THIS_OBSERVED_FULL_TUPLE_IS_LEGAL,alternate d_mid and cross-template transition combinations impossible,True,False,True,False,afb8e73282023de0
DVE012,2002,M1,NEAR_LONG,RIGHT,LP_DVE012_0421845c8e4e,-0.4058738239266747,-0.7704369119633373,M1_BRANCH_COMPLETE_ACTIVE_SET_CLOSURE,0.16420911436709762,-0.7704369119633374,ACTIVE_OUTER,0,CORRIDOR_BOTTLENECK,CORRIDOR_CENTER,SAME_SIGN_NEGATIVE__SIGN_CHANGE__SAME_SIGN_POSITIVE,branch near/far target + BOTTLENECK_CENTER active/inactive analytic d_mid root,TP_DVE012_4b09d6590fc9,1.310934367577036,0.15535370687471242,7.397546202396385,18.55678634265873,fixed NEAR_LONG transition pairing,ONLY_THIS_OBSERVED_FULL_TUPLE_IS_LEGAL,analytic lateral result is not crossed with other event transition pairs,True,False,True,False,24bdfabd1d1b6988
