development_event_id,variant,request_count,constructed_path_count,unique_path_digest_count,duplicate_path_count,duplicate_path_rate,maximum_path_digest_multiplicity,duplicate_hard_valid_count
DVE009,AB_EXISTING_FACTOR_BASIS,9,9,6,3,0.3333333333333333,2,0
DVE009,AB_DEV_COUNTERFACTUAL,6,6,4,2,0.3333333333333333,2,0
DVE009,FULL_LxT_DEV_UPPER_BOUND,6,6,4,2,0.3333333333333333,2,0
DVE010,BASELINE_PRODUCTION,2,2,1,1,0.5,2,0
DVE010,A_EXISTING_D_MID_POOL,2,2,1,1,0.5,2,0
DVE010,A_UNCOUPLE_D_MID_DEV_COUNTERFACTUAL,2,2,1,1,0.5,2,0
DVE010,B_CROSS_PAIR_TRANSITIONS,2,2,1,1,0.5,2,0
DVE010,AB_EXISTING_FACTOR_BASIS,2,2,1,1,0.5,2,0
DVE010,AB_DEV_COUNTERFACTUAL,2,2,1,1,0.5,2,0
DVE010,FULL_LxT_DEV_UPPER_BOUND,2,2,1,1,0.5,2,0
DVE011,BASELINE_PRODUCTION,2,2,1,1,0.5,2,0
DVE011,A_EXISTING_D_MID_POOL,2,2,1,1,0.5,2,0
DVE011,A_UNCOUPLE_D_MID_DEV_COUNTERFACTUAL,2,2,1,1,0.5,2,0
DVE011,B_CROSS_PAIR_TRANSITIONS,2,2,1,1,0.5,2,0
DVE011,AB_EXISTING_FACTOR_BASIS,2,2,1,1,0.5,2,0
DVE011,AB_DEV_COUNTERFACTUAL,2,2,1,1,0.5,2,0
DVE011,FULL_LxT_DEV_UPPER_BOUND,2,2,1,1,0.5,2,0
DVE012,BASELINE_PRODUCTION,30,30,30,0,0.0,1,0
DVE012,A_EXISTING_D_MID_POOL,74,74,74,0,0.0,1,0
DVE012,A_UNCOUPLE_D_MID_DEV_COUNTERFACTUAL,30,30,30,0,0.0,1,0
DVE012,B_CROSS_PAIR_TRANSITIONS,667,667,667,0,0.0,1,0
DVE012,AB_EXISTING_FACTOR_BASIS,1305,1305,1305,0,0.0,1,0
DVE012,AB_DEV_COUNTERFACTUAL,667,667,667,0,0.0,1,0
DVE012,FULL_LxT_DEV_UPPER_BOUND,2146,2146,2146,0,0.0,1,0
DVE013,BASELINE_PRODUCTION,4,4,2,2,0.5,2,0
DVE013,A_EXISTING_D_MID_POOL,4,4,2,2,0.5,2,0
DVE013,A_UNCOUPLE_D_MID_DEV_COUNTERFACTUAL,4,4,2,2,0.5,2,0
DVE013,B_CROSS_PAIR_TRANSITIONS,4,4,2,2,0.5,2,0
DVE013,AB_EXISTING_FACTOR_BASIS,4,4,2,2,0.5,2,0
DVE013,AB_DEV_COUNTERFACTUAL,4,4,2,2,0.5,2,0
DVE013,FULL_LxT_DEV_UPPER_BOUND,4,4,2,2,0.5,2,0
DVE014,BASELINE_PRODUCTION,9,9,8,1,0.1111111111111111,2,0
DVE014,A_EXISTING_D_MID_POOL,15,15,11,4,0.26666666666666666,2,0
DVE014,A_UNCOUPLE_D_MID_DEV_COUNTERFACTUAL,9,9,8,1,0.1111111111111111,2,0
DVE014,B_CROSS_PAIR_TRANSITIONS,32,32,28,4,0.125,2,0
DVE014,AB_EXISTING_FACTOR_BASIS,56,56,49,7,0.125,2,0
DVE014,AB_DEV_COUNTERFACTUAL,32,32,28,4,0.125,2,0
DVE014,FULL_LxT_DEV_UPPER_BOUND,152,152,133,19,0.125,2,0
DVE015,BASELINE_PRODUCTION,2,2,1,1,0.5,2,0
DVE015,A_EXISTING_D_MID_POOL,2,2,1,1,0.5,2,0
DVE015,A_UNCOUPLE_D_MID_DEV_COUNTERFACTUAL,4,4,2,2,0.5,2,1
DVE015,B_CROSS_PAIR_TRANSITIONS,2,2,1,1,0.5,2,0
DVE015,AB_EXISTING_FACTOR_BASIS,2,2,1,1,0.5,2,0
DVE015,AB_DEV_COUNTERFACTUAL,4,4,2,2,0.5,2,1
DVE015,FULL_LxT_DEV_UPPER_BOUND,474,474,237,237,0.5,2,236
DVE016,BASELINE_PRODUCTION,7,7,4,3,0.42857142857142855,2,0
DVE016,A_EXISTING_D_MID_POOL,7,7,4,3,0.42857142857142855,2,0
DVE016,A_UNCOUPLE_D_MID_DEV_COUNTERFACTUAL,7,7,4,3,0.42857142857142855,2,0
DVE016,B_CROSS_PAIR_TRANSITIONS,12,12,6,6,0.5,2,0
DVE016,AB_EXISTING_FACTOR_BASIS,12,12,6,6,0.5,2,0
DVE016,AB_DEV_COUNTERFACTUAL,12,12,6,6,0.5,2,0
DVE016,FULL_LxT_DEV_UPPER_BOUND,12,12,6,6,0.5,2,0
DVE017,BASELINE_PRODUCTION,2,2,1,1,0.5,2,0
DVE017,A_EXISTING_D_MID_POOL,2,2,1,1,0.5,2,0
DVE017,A_UNCOUPLE_D_MID_DEV_COUNTERFACTUAL,4,4,2,2,0.5,2,1
DVE017,B_CROSS_PAIR_TRANSITIONS,2,2,1,1,0.5,2,0
DVE017,AB_EXISTING_FACTOR_BASIS,2,2,1,1,0.5,2,0
DVE017,AB_DEV_COUNTERFACTUAL,4,4,2,2,0.5,2,1
DVE017,FULL_LxT_DEV_UPPER_BOUND,1606,1606,803,803,0.5,2,802
DVE018,BASELINE_PRODUCTION,9,9,9,0,0.0,1,0
DVE018,A_EXISTING_D_MID_POOL,15,15,15,0,0.0,1,0
DVE018,A_UNCOUPLE_D_MID_DEV_COUNTERFACTUAL,9,9,9,0,0.0,1,0
DVE018,B_CROSS_PAIR_TRANSITIONS,32,32,32,0,0.0,1,0
DVE018,AB_EXISTING_FACTOR_BASIS,56,56,56,0,0.0,1,0
DVE018,AB_DEV_COUNTERFACTUAL,32,32,32,0,0.0,1,0
DVE018,FULL_LxT_DEV_UPPER_BOUND,416,416,416,0,0.0,1,0
DVE019,BASELINE_PRODUCTION,5,5,4,1,0.2,2,0
DVE019,A_EXISTING_D_MID_POOL,7,7,6,1,0.14285714285714285,2,0
DVE019,A_UNCOUPLE_D_MID_DEV_COUNTERFACTUAL,7,7,6,1,0.14285714285714285,2,0
DVE019,B_CROSS_PAIR_TRANSITIONS,6,6,5,1,0.16666666666666666,2,0
DVE019,AB_EXISTING_FACTOR_BASIS,8,8,7,1,0.125,2,0
DVE019,AB_DEV_COUNTERFACTUAL,8,8,7,1,0.125,2,0
DVE019,FULL_LxT_DEV_UPPER_BOUND,246,246,245,1,0.0040650406504065045,2,0
DVE020,BASELINE_PRODUCTION,3,3,3,0,0.0,1,0
DVE020,A_EXISTING_D_MID_POOL,5,5,5,0,0.0,1,0
DVE020,A_UNCOUPLE_D_MID_DEV_COUNTERFACTUAL,3,3,3,0,0.0,1,0
DVE020,B_CROSS_PAIR_TRANSITIONS,4,4,4,0,0.0,1,0
DVE020,AB_EXISTING_FACTOR_BASIS,6,6,6,0,0.0,1,0
DVE020,AB_DEV_COUNTERFACTUAL,4,4,4,0,0.0,1,0
DVE020,FULL_LxT_DEV_UPPER_BOUND,362,362,362,0,0.0,1,0
DVE021,BASELINE_PRODUCTION,2,2,1,1,0.5,2,0
DVE021,A_EXISTING_D_MID_POOL,2,2,1,1,0.5,2,0
DVE021,A_UNCOUPLE_D_MID_DEV_COUNTERFACTUAL,2,2,1,1,0.5,2,0
DVE021,B_CROSS_PAIR_TRANSITIONS,2,2,1,1,0.5,2,0
DVE021,AB_EXISTING_FACTOR_BASIS,2,2,1,1,0.5,2,0
DVE021,AB_DEV_COUNTERFACTUAL,2,2,1,1,0.5,2,0
DVE021,FULL_LxT_DEV_UPPER_BOUND,2,2,1,1,0.5,2,0
DVE022,BASELINE_PRODUCTION,2,2,2,0,0.0,1,0
DVE022,A_EXISTING_D_MID_POOL,2,2,2,0,0.0,1,0
DVE022,A_UNCOUPLE_D_MID_DEV_COUNTERFACTUAL,4,4,4,0,0.0,1,0
DVE022,B_CROSS_PAIR_TRANSITIONS,2,2,2,0,0.0,1,0
DVE022,AB_EXISTING_FACTOR_BASIS,2,2,2,0,0.0,1,0
DVE022,AB_DEV_COUNTERFACTUAL,4,4,4,0,0.0,1,0
DVE022,FULL_LxT_DEV_UPPER_BOUND,230,230,230,0,0.0,1,0
DVE023,BASELINE_PRODUCTION,2,2,1,1,0.5,2,0
DVE023,A_EXISTING_D_MID_POOL,2,2,1,1,0.5,2,0
DVE023,A_UNCOUPLE_D_MID_DEV_COUNTERFACTUAL,4,4,2,2,0.5,2,1
DVE023,B_CROSS_PAIR_TRANSITIONS,2,2,1,1,0.5,2,0
DVE023,AB_EXISTING_FACTOR_BASIS,2,2,1,1,0.5,2,0
DVE023,AB_DEV_COUNTERFACTUAL,4,4,2,2,0.5,2,1
DVE023,FULL_LxT_DEV_UPPER_BOUND,102,102,51,51,0.5,2,50
DVE024,BASELINE_PRODUCTION,30,30,30,0,0.0,1,0
DVE024,A_EXISTING_D_MID_POOL,64,64,64,0,0.0,1,0
DVE024,A_UNCOUPLE_D_MID_DEV_COUNTERFACTUAL,30,30,30,0,0.0,1,0
DVE024,B_CROSS_PAIR_TRANSITIONS,522,522,522,0,0.0,1,0
DVE024,AB_EXISTING_FACTOR_BASIS,1015,1015,1015,0,0.0,1,0
DVE024,AB_DEV_COUNTERFACTUAL,522,522,522,0,0.0,1,0
DVE024,FULL_LxT_DEV_UPPER_BOUND,1885,1885,1885,0,0.0,1,0
DVE025,BASELINE_PRODUCTION,7,7,4,3,0.42857142857142855,2,0
DVE025,A_EXISTING_D_MID_POOL,7,7,4,3,0.42857142857142855,2,0
DVE025,A_UNCOUPLE_D_MID_DEV_COUNTERFACTUAL,7,7,4,3,0.42857142857142855,2,0
DVE025,B_CROSS_PAIR_TRANSITIONS,12,12,6,6,0.5,2,0
DVE025,AB_EXISTING_FACTOR_BASIS,12,12,6,6,0.5,2,0
DVE025,AB_DEV_COUNTERFACTUAL,12,12,6,6,0.5,2,0
DVE025,FULL_LxT_DEV_UPPER_BOUND,12,12,6,6,0.5,2,0
DVE026,BASELINE_PRODUCTION,2,2,1,1,0.5,2,0
DVE026,A_EXISTING_D_MID_POOL,2,2,1,1,0.5,2,0
DVE026,A_UNCOUPLE_D_MID_DEV_COUNTERFACTUAL,2,2,1,1,0.5,2,0
DVE026,B_CROSS_PAIR_TRANSITIONS,2,2,1,1,0.5,2,0
DVE026,AB_EXISTING_FACTOR_BASIS,2,2,1,1,0.5,2,0
DVE026,AB_DEV_COUNTERFACTUAL,2,2,1,1,0.5,2,0
DVE026,FULL_LxT_DEV_UPPER_BOUND,2,2,1,1,0.5,2,0
DVE027,BASELINE_PRODUCTION,8,8,8,0,0.0,1,0
DVE027,A_EXISTING_D_MID_POOL,12,12,12,0,0.0,1,0
DVE027,A_UNCOUPLE_D_MID_DEV_COUNTERFACTUAL,8,8,8,0,0.0,1,0
DVE027,B_CROSS_PAIR_TRANSITIONS,24,24,24,0,0.0,1,0
DVE027,AB_EXISTING_FACTOR_BASIS,36,36,36,0,0.0,1,0
DVE027,AB_DEV_COUNTERFACTUAL,24,24,24,0,0.0,1,0
DVE027,FULL_LxT_DEV_UPPER_BOUND,24,24,24,0,0.0,1,0
DVE028,BASELINE_PRODUCTION,2,2,1,1,0.5,2,0
DVE028,A_EXISTING_D_MID_POOL,2,2,1,1,0.5,2,0
DVE028,A_UNCOUPLE_D_MID_DEV_COUNTERFACTUAL,2,2,1,1,0.5,2,0
DVE028,B_CROSS_PAIR_TRANSITIONS,2,2,1,1,0.5,2,0
DVE028,AB_EXISTING_FACTOR_BASIS,2,2,1,1,0.5,2,0
DVE028,AB_DEV_COUNTERFACTUAL,2,2,1,1,0.5,2,0
DVE028,FULL_LxT_DEV_UPPER_BOUND,2,2,1,1,0.5,2,0
DVE029,BASELINE_PRODUCTION,30,30,30,0,0.0,1,0
DVE029,A_EXISTING_D_MID_POOL,70,70,70,0,0.0,1,0
DVE029,A_UNCOUPLE_D_MID_DEV_COUNTERFACTUAL,32,32,32,0,0.0,1,0
DVE029,B_CROSS_PAIR_TRANSITIONS,609,609,609,0,0.0,1,0
DVE029,AB_EXISTING_FACTOR_BASIS,1189,1189,1189,0,0.0,1,0
DVE029,AB_DEV_COUNTERFACTUAL,638,638,638,0,0.0,1,0
DVE029,FULL_LxT_DEV_UPPER_BOUND,1885,1885,1885,0,0.0,1,0
DVE030,BASELINE_PRODUCTION,2,2,1,1,0.5,2,0
DVE030,A_EXISTING_D_MID_POOL,2,2,1,1,0.5,2,0
DVE030,A_UNCOUPLE_D_MID_DEV_COUNTERFACTUAL,2,2,1,1,0.5,2,0
DVE030,B_CROSS_PAIR_TRANSITIONS,2,2,1,1,0.5,2,0
DVE030,AB_EXISTING_FACTOR_BASIS,2,2,1,1,0.5,2,0
DVE030,AB_DEV_COUNTERFACTUAL,2,2,1,1,0.5,2,0
DVE030,FULL_LxT_DEV_UPPER_BOUND,226,226,99,127,0.5619469026548672,4,126
DVE031,BASELINE_PRODUCTION,9,9,9,0,0.0,1,0
DVE031,A_EXISTING_D_MID_POOL,15,15,15,0,0.0,1,0
DVE031,A_UNCOUPLE_D_MID_DEV_COUNTERFACTUAL,9,9,9,0,0.0,1,0
DVE031,B_CROSS_PAIR_TRANSITIONS,32,32,32,0,0.0,1,0
DVE031,AB_EXISTING_FACTOR_BASIS,56,56,56,0,0.0,1,0
DVE031,AB_DEV_COUNTERFACTUAL,32,32,32,0,0.0,1,0
DVE031,FULL_LxT_DEV_UPPER_BOUND,440,440,440,0,0.0,1,0
DVE032,BASELINE_PRODUCTION,2,2,1,1,0.5,2,0
DVE032,A_EXISTING_D_MID_POOL,2,2,1,1,0.5,2,0
DVE032,A_UNCOUPLE_D_MID_DEV_COUNTERFACTUAL,2,2,1,1,0.5,2,0
DVE032,B_CROSS_PAIR_TRANSITIONS,2,2,1,1,0.5,2,0
DVE032,AB_EXISTING_FACTOR_BASIS,2,2,1,1,0.5,2,0
DVE032,AB_DEV_COUNTERFACTUAL,2,2,1,1,0.5,2,0
DVE032,FULL_LxT_DEV_UPPER_BOUND,10,10,5,5,0.5,2,4
DVE033,BASELINE_PRODUCTION,2,2,1,1,0.5,2,0
DVE033,A_EXISTING_D_MID_POOL,2,2,1,1,0.5,2,0
DVE033,A_UNCOUPLE_D_MID_DEV_COUNTERFACTUAL,2,2,1,1,0.5,2,0
DVE033,B_CROSS_PAIR_TRANSITIONS,2,2,1,1,0.5,2,0
DVE033,AB_EXISTING_FACTOR_BASIS,2,2,1,1,0.5,2,0
DVE033,AB_DEV_COUNTERFACTUAL,2,2,1,1,0.5,2,0
DVE033,FULL_LxT_DEV_UPPER_BOUND,2,2,1,1,0.5,2,0
DVE034,BASELINE_PRODUCTION,6,6,5,1,0.16666666666666666,2,0
DVE034,A_EXISTING_D_MID_POOL,10,10,7,3,0.3,2,0
DVE034,A_UNCOUPLE_D_MID_DEV_COUNTERFACTUAL,6,6,5,1,0.16666666666666666,2,0
DVE034,B_CROSS_PAIR_TRANSITIONS,15,15,12,3,0.2,2,0
DVE034,AB_EXISTING_FACTOR_BASIS,25,25,20,5,0.2,2,0
DVE034,AB_DEV_COUNTERFACTUAL,15,15,12,3,0.2,2,0
DVE034,FULL_LxT_DEV_UPPER_BOUND,15,15,12,3,0.2,2,0
DVE035,BASELINE_PRODUCTION,8,8,4,4,0.5,2,0
DVE035,A_EXISTING_D_MID_POOL,10,10,5,5,0.5,2,0
DVE035,A_UNCOUPLE_D_MID_DEV_COUNTERFACTUAL,8,8,4,4,0.5,2,0
DVE035,B_CROSS_PAIR_TRANSITIONS,16,16,8,8,0.5,2,0
DVE035,AB_EXISTING_FACTOR_BASIS,24,24,12,12,0.5,2,0
DVE035,AB_DEV_COUNTERFACTUAL,16,16,8,8,0.5,2,0
DVE035,FULL_LxT_DEV_UPPER_BOUND,16,16,8,8,0.5,2,0
DVE036,BASELINE_PRODUCTION,7,7,7,0,0.0,1,0
DVE036,A_EXISTING_D_MID_POOL,7,7,7,0,0.0,1,0
DVE036,A_UNCOUPLE_D_MID_DEV_COUNTERFACTUAL,7,7,7,0,0.0,1,0
DVE036,B_CROSS_PAIR_TRANSITIONS,18,18,18,0,0.0,1,0
DVE036,AB_EXISTING_FACTOR_BASIS,18,18,18,0,0.0,1,0
DVE036,AB_DEV_COUNTERFACTUAL,18,18,18,0,0.0,1,0
DVE036,FULL_LxT_DEV_UPPER_BOUND,18,18,18,0,0.0,1,0
DVE037,BASELINE_PRODUCTION,3,3,3,0,0.0,1,0
DVE037,A_EXISTING_D_MID_POOL,5,5,5,0,0.0,1,0
DVE037,A_UNCOUPLE_D_MID_DEV_COUNTERFACTUAL,3,3,3,0,0.0,1,0
DVE037,B_CROSS_PAIR_TRANSITIONS,4,4,4,0,0.0,1,0
DVE037,AB_EXISTING_FACTOR_BASIS,6,6,6,0,0.0,1,0
DVE037,AB_DEV_COUNTERFACTUAL,4,4,4,0,0.0,1,0
DVE037,FULL_LxT_DEV_UPPER_BOUND,506,506,506,0,0.0,1,0
DVE038,BASELINE_PRODUCTION,2,2,2,0,0.0,1,0
DVE038,A_EXISTING_D_MID_POOL,2,2,2,0,0.0,1,0
DVE038,A_UNCOUPLE_D_MID_DEV_COUNTERFACTUAL,3,3,3,0,0.0,1,0
DVE038,B_CROSS_PAIR_TRANSITIONS,2,2,2,0,0.0,1,0
DVE038,AB_EXISTING_FACTOR_BASIS,2,2,2,0,0.0,1,0
DVE038,AB_DEV_COUNTERFACTUAL,4,4,4,0,0.0,1,0
DVE038,FULL_LxT_DEV_UPPER_BOUND,1418,1418,1418,0,0.0,1,0
DVE039,BASELINE_PRODUCTION,18,18,18,0,0.0,1,0
DVE039,A_EXISTING_D_MID_POOL,30,30,30,0,0.0,1,0
DVE039,A_UNCOUPLE_D_MID_DEV_COUNTERFACTUAL,18,18,18,0,0.0,1,0
DVE039,B_CROSS_PAIR_TRANSITIONS,96,96,96,0,0.0,1,0
DVE039,AB_EXISTING_FACTOR_BASIS,168,168,168,0,0.0,1,0
DVE039,AB_DEV_COUNTERFACTUAL,96,96,96,0,0.0,1,0
DVE039,FULL_LxT_DEV_UPPER_BOUND,7440,7440,7440,0,0.0,1,0
DVE040,BASELINE_PRODUCTION,7,7,4,3,0.42857142857142855,2,0
DVE040,A_EXISTING_D_MID_POOL,7,7,4,3,0.42857142857142855,2,0
DVE040,A_UNCOUPLE_D_MID_DEV_COUNTERFACTUAL,7,7,4,3,0.42857142857142855,2,0
DVE040,B_CROSS_PAIR_TRANSITIONS,12,12,6,6,0.5,2,0
DVE040,AB_EXISTING_FACTOR_BASIS,12,12,6,6,0.5,2,0
DVE040,AB_DEV_COUNTERFACTUAL,12,12,6,6,0.5,2,0
DVE040,FULL_LxT_DEV_UPPER_BOUND,12,12,6,6,0.5,2,0
