event_id,dataset_role,repeat,evaluation_wall_ms,gqsc_generation_ms,exact_validation_ms,final_ranking_ms,lifecycle_ms,fallback_ms,callback_total_ms,new_gqsc_evaluations,same_input_cache_reuses,safe_stop_escape_evaluations,pair_proxy_count,reconstruction_count,validator_count,outcome
V2E03,PILOT_SEEN_DEVELOPMENT_DATA,4,16.605147000000002,8.104049,8.468097000000002,0.005771,1.267223,0.0,17.875268,1,0,0,128,12,12,FRESH_SELECTED
V2E03,PILOT_SEEN_DEVELOPMENT_DATA,5,16.57663,8.115893999999999,8.426913,0.0055119999999999995,1.267268,0.0,17.861742,1,0,0,128,12,12,FRESH_SELECTED
V2E03,PILOT_SEEN_DEVELOPMENT_DATA,6,16.626047999999997,8.118401000000002,8.473322,0.005659,1.2950730000000001,0.0,17.923272,1,0,0,128,12,12,FRESH_SELECTED
V2E04,PILOT_SEEN_DEVELOPMENT_DATA,0,13.098706,8.103132,4.966094,0.00023899999999999998,0.0,42.75935,55.860161999999995,3,1,2,128,12,12,NO_SAFE_PATH
V2E04,PILOT_SEEN_DEVELOPMENT_DATA,1,13.146646,8.109717,5.006617,0.000229,0.0,42.71607,55.864551,3,1,2,128,12,12,NO_SAFE_PATH
V2E04,PILOT_SEEN_DEVELOPMENT_DATA,2,13.078915,8.071881,4.978092,0.000222,0.0,42.809892999999995,55.890682,3,1,2,128,12,12,NO_SAFE_PATH
V2E04,PILOT_SEEN_DEVELOPMENT_DATA,3,13.102156,8.082721,4.990506,0.000228,0.0,42.887561999999996,55.992034,3,1,2,128,12,12,NO_SAFE_PATH
V2E04,PILOT_SEEN_DEVELOPMENT_DATA,4,13.149854,8.095391000000001,5.020912999999999,0.000235,0.0,42.864393,56.015947,3,1,2,128,12,12,NO_SAFE_PATH
V2E04,PILOT_SEEN_DEVELOPMENT_DATA,5,13.127028000000001,8.09285,5.000241000000001,0.000217,0.0,42.742591999999995,55.871438999999995,3,1,2,128,12,12,NO_SAFE_PATH
V2E04,PILOT_SEEN_DEVELOPMENT_DATA,6,13.135515999999999,8.089134,5.017254,0.000314,0.0,42.837642,55.974968000000004,3,1,2,128,12,12,NO_SAFE_PATH
V2E05,PILOT_SEEN_DEVELOPMENT_DATA,0,6.495036,4.656773,1.810049,0.00018099999999999998,0.0,9.72466,16.221254000000002,2,1,1,128,12,12,NO_SAFE_PATH
V2E05,PILOT_SEEN_DEVELOPMENT_DATA,1,6.468911,4.67085,1.764328,0.00022,0.0,9.703218999999999,16.173986,2,1,1,128,12,12,NO_SAFE_PATH
V2E05,PILOT_SEEN_DEVELOPMENT_DATA,2,6.4543919999999995,4.657890999999999,1.7684499999999996,0.00022,0.0,9.706296,16.162349,2,1,1,128,12,12,NO_SAFE_PATH
V2E05,PILOT_SEEN_DEVELOPMENT_DATA,3,6.460323000000001,4.647863999999999,1.785018,0.000223,0.0,9.720778000000001,16.182593,2,1,1,128,12,12,NO_SAFE_PATH
V2E05,PILOT_SEEN_DEVELOPMENT_DATA,4,6.458794,4.631831,1.799347,0.000183,0.0,9.718078,16.178496,2,1,1,128,12,12,NO_SAFE_PATH
V2E05,PILOT_SEEN_DEVELOPMENT_DATA,5,6.467187,4.646863000000001,1.7919949999999998,0.00021799999999999999,0.0,9.722437,16.191267,2,1,1,128,12,12,NO_SAFE_PATH
V2E05,PILOT_SEEN_DEVELOPMENT_DATA,6,6.444558,4.629686,1.786973,0.000182,0.0,9.773599,16.219688,2,1,1,128,12,12,NO_SAFE_PATH
V2E06,PILOT_SEEN_DEVELOPMENT_DATA,0,10.516328,6.893718,3.5934829999999995,0.000333,0.0,21.862724999999998,32.380659,2,1,1,128,12,12,NO_SAFE_PATH
V2E06,PILOT_SEEN_DEVELOPMENT_DATA,1,10.536673,6.898157,3.609229,0.000397,0.0,21.935707999999998,32.473947,2,1,1,128,12,12,NO_SAFE_PATH
V2E06,PILOT_SEEN_DEVELOPMENT_DATA,2,10.548699000000001,6.88935,3.631041,0.000417,0.0,21.8942,32.444371,2,1,1,128,12,12,NO_SAFE_PATH
V2E06,PILOT_SEEN_DEVELOPMENT_DATA,3,10.498887,6.867494,3.6027480000000005,0.000472,0.0,21.888537,32.38928,2,1,1,128,12,12,NO_SAFE_PATH
V2E06,PILOT_SEEN_DEVELOPMENT_DATA,4,10.557912,6.908374000000002,3.6200849999999996,0.00035499999999999996,0.0,21.870545,32.430358,2,1,1,128,12,12,NO_SAFE_PATH
V2E06,PILOT_SEEN_DEVELOPMENT_DATA,5,10.543126,6.908640999999999,3.605499,0.00039200000000000004,0.0,21.935757000000002,32.48079,2,1,1,128,12,12,NO_SAFE_PATH
V2E06,PILOT_SEEN_DEVELOPMENT_DATA,6,10.54317,6.899679,3.614448,0.0004,0.0,21.915588,32.460594,2,1,1,128,12,12,NO_SAFE_PATH
V2E07,PILOT_SEEN_DEVELOPMENT_DATA,0,14.406512000000001,8.758565,5.617971,0.000222,0.0,25.017744999999998,39.426282,2,1,1,128,12,12,NO_SAFE_PATH
V2E07,PILOT_SEEN_DEVELOPMENT_DATA,1,14.469991,8.777206,5.661553,0.00034399999999999996,0.0,24.980377,39.45249,2,1,1,128,12,12,NO_SAFE_PATH
V2E07,PILOT_SEEN_DEVELOPMENT_DATA,2,14.399106,8.752137999999999,5.616988,0.000254,0.0,25.059395000000002,39.460476,2,1,1,128,12,12,NO_SAFE_PATH
V2E07,PILOT_SEEN_DEVELOPMENT_DATA,3,14.341536,8.747465000000002,5.562949,0.00023799999999999998,0.0,24.940011,39.283422,2,1,1,128,12,12,NO_SAFE_PATH
V2E07,PILOT_SEEN_DEVELOPMENT_DATA,4,14.399307,8.747501999999999,5.621978,0.000223,0.0,25.044528999999997,39.44613,2,1,1,128,12,12,NO_SAFE_PATH
V2E07,PILOT_SEEN_DEVELOPMENT_DATA,5,14.327202999999999,8.739926,5.556204,0.000222,0.0,25.052534,39.381962,2,1,1,128,12,12,NO_SAFE_PATH
V2E07,PILOT_SEEN_DEVELOPMENT_DATA,6,14.382043,8.74004,5.6123590000000005,0.000221,0.0,24.990919,39.374875,2,1,1,128,12,12,NO_SAFE_PATH
V2E08,PILOT_SEEN_DEVELOPMENT_DATA,0,7.0222809999999996,4.219094,2.771045,0.005098,0.375864,0.0,7.400318,1,0,0,128,12,12,FRESH_SELECTED
V2E08,PILOT_SEEN_DEVELOPMENT_DATA,1,6.998499,4.199948999999999,2.766262,0.0049169999999999995,0.384973,0.0,7.385445,1,0,0,128,12,12,FRESH_SELECTED
V2E08,PILOT_SEEN_DEVELOPMENT_DATA,2,6.983681,4.180626999999999,2.770836,0.005201,0.381624,0.0,7.367232,1,0,0,128,12,12,FRESH_SELECTED
V2E08,PILOT_SEEN_DEVELOPMENT_DATA,3,6.983734,4.197057,2.754879,0.004794,0.390827,0.0,7.376454,1,0,0,128,12,12,FRESH_SELECTED
V2E08,PILOT_SEEN_DEVELOPMENT_DATA,4,6.992298,4.193432,2.767183,0.0049960000000000004,0.377772,0.0,7.372038,1,0,0,128,12,12,FRESH_SELECTED
V2E08,PILOT_SEEN_DEVELOPMENT_DATA,5,6.9610140000000005,4.203062,2.7257979999999997,0.004665,0.389186,0.0,7.352149000000001,1,0,0,128,12,12,FRESH_SELECTED
V2E08,PILOT_SEEN_DEVELOPMENT_DATA,6,6.959894,4.200472,2.728065999999999,0.0047469999999999995,0.384658,0.0,7.346623999999999,1,0,0,128,12,12,FRESH_SELECTED
V2E09,PILOT_SEEN_DEVELOPMENT_DATA,0,6.734301,4.611885,2.0952669999999998,0.00022,0.0,10.652334999999999,17.388547,2,1,1,128,12,12,NO_SAFE_PATH
V2E09,PILOT_SEEN_DEVELOPMENT_DATA,1,6.730595999999999,4.58771,2.1137490000000003,0.000229,0.0,10.648832,17.381167,2,1,1,128,12,12,NO_SAFE_PATH
V2E09,PILOT_SEEN_DEVELOPMENT_DATA,2,6.7383500000000005,4.604654,2.1056929999999996,0.000221,0.0,10.685139999999999,17.425240000000002,2,1,1,128,12,12,NO_SAFE_PATH
V2E09,PILOT_SEEN_DEVELOPMENT_DATA,3,6.7044250000000005,4.559219999999999,2.117601,0.000215,0.0,10.699454,17.405799,2,1,1,128,12,12,NO_SAFE_PATH
V2E09,PILOT_SEEN_DEVELOPMENT_DATA,4,6.765755,4.6340959999999995,2.099205,0.000225,0.0,10.65203,17.419475,2,1,1,128,12,12,NO_SAFE_PATH
V2E09,PILOT_SEEN_DEVELOPMENT_DATA,5,6.717867,4.595017,2.087585,0.000237,0.0,10.634058999999999,17.353632,2,1,1,128,12,12,NO_SAFE_PATH
V2E09,PILOT_SEEN_DEVELOPMENT_DATA,6,6.786944,4.6336390000000005,2.1259200000000003,0.000235,0.0,10.660543,17.449094000000002,2,1,1,128,12,12,NO_SAFE_PATH
DVE001,DEVELOPMENT,0,6.091504,4.433608,1.6261039999999998,0.004186,0.16501,0.0,6.258581,1,0,0,128,12,12,FRESH_SELECTED
DVE001,DEVELOPMENT,1,6.045455,4.409775,1.6041979999999998,0.004248999999999999,0.164464,0.0,6.211931,1,0,0,128,12,12,FRESH_SELECTED
DVE001,DEVELOPMENT,2,6.106406,4.446720999999999,1.6270140000000002,0.0043479999999999994,0.173964,0.0,6.282437,1,0,0,128,12,12,FRESH_SELECTED
DVE001,DEVELOPMENT,3,6.083268,4.45788,1.593415,0.004534,0.163759,0.0,6.249144,1,0,0,128,12,12,FRESH_SELECTED
DVE001,DEVELOPMENT,4,6.110138,4.456093,1.621315,0.004335,0.16837200000000002,0.0,6.280581,1,0,0,128,12,12,FRESH_SELECTED
DVE001,DEVELOPMENT,5,6.096033,4.462230999999999,1.6018200000000002,0.0042380000000000004,0.163378,0.0,6.261596,1,0,0,128,12,12,FRESH_SELECTED
DVE001,DEVELOPMENT,6,6.100973,4.446337999999999,1.6227340000000001,0.004337,0.164351,0.0,6.2675,1,0,0,128,12,12,FRESH_SELECTED
DVE002,DEVELOPMENT,0,7.668009,5.355943999999999,2.283522,0.000229,0.0,11.860959999999999,19.530577,2,1,1,128,12,12,NO_SAFE_PATH
DVE002,DEVELOPMENT,1,7.644094,5.305123999999999,2.3108920000000004,0.00016700000000000002,0.0,11.846156,19.491868,2,1,1,128,12,12,NO_SAFE_PATH
DVE002,DEVELOPMENT,2,7.636181,5.330757999999999,2.278074,0.00023400000000000002,0.0,11.843405,19.481218000000002,2,1,1,128,12,12,NO_SAFE_PATH
DVE002,DEVELOPMENT,3,7.638104,5.311458,2.299343,0.000246,0.0,11.769358,19.409041000000002,2,1,1,128,12,12,NO_SAFE_PATH
DVE002,DEVELOPMENT,4,7.628278,5.292671000000001,2.298778,0.000217,0.0,11.830188,19.460172999999998,2,1,1,128,12,12,NO_SAFE_PATH
DVE002,DEVELOPMENT,5,7.633006999999999,5.314292999999999,2.2910899999999996,0.00023400000000000002,0.0,11.848084,19.482712,2,1,1,128,12,12,NO_SAFE_PATH
DVE002,DEVELOPMENT,6,7.629455,5.294779,2.3064169999999997,0.000232,0.0,11.832884,19.463952000000003,2,1,1,128,12,12,NO_SAFE_PATH
DVE003,DEVELOPMENT,0,11.051311,5.78627,5.230807999999999,0.0058319999999999995,0.577638,0.0,11.631169,1,0,0,128,12,12,FRESH_SELECTED
DVE003,DEVELOPMENT,1,11.082893,5.784436999999998,5.261763000000001,0.005501000000000001,0.595653,0.0,11.680532999999999,1,0,0,128,12,12,FRESH_SELECTED
DVE003,DEVELOPMENT,2,11.089122,5.8002139999999995,5.254459,0.005851,0.5995539999999999,0.0,11.690793,1,0,0,128,12,12,FRESH_SELECTED
DVE003,DEVELOPMENT,3,11.082400999999999,5.787673,5.259393,0.0060220000000000004,0.59162,0.0,11.676188,1,0,0,128,12,12,FRESH_SELECTED
DVE003,DEVELOPMENT,4,11.087904,5.780965,5.272194,0.005796,0.5668500000000001,0.0,11.656868000000001,1,0,0,128,12,12,FRESH_SELECTED
DVE003,DEVELOPMENT,5,11.131063,5.817190999999999,5.279098,0.0059039999999999995,0.595855,0.0,11.729126,1,0,0,128,12,12,FRESH_SELECTED
DVE003,DEVELOPMENT,6,11.14727,5.792711999999999,5.320270000000001,0.005703000000000001,0.579012,0.0,11.728417,1,0,0,128,12,12,FRESH_SELECTED
DVE004,DEVELOPMENT,0,11.877325999999998,6.521811,5.321306,0.005228,1.319771,0.0,13.199197,1,0,0,128,12,12,FRESH_SELECTED
DVE004,DEVELOPMENT,1,11.959376,6.556291999999999,5.368736,0.005281,1.304653,0.0,13.26628,1,0,0,128,12,12,FRESH_SELECTED
DVE004,DEVELOPMENT,2,11.947078,6.549095,5.3639920000000005,0.005319,1.308954,0.0,13.258392,1,0,0,128,12,12,FRESH_SELECTED
DVE004,DEVELOPMENT,3,11.914022999999998,6.511800000000001,5.368539999999999,0.00524,1.2986710000000001,0.0,13.214934999999999,1,0,0,128,12,12,FRESH_SELECTED
DVE004,DEVELOPMENT,4,11.921233,6.522001,5.365973,0.004893,1.308489,0.0,13.231871,1,0,0,128,12,12,FRESH_SELECTED
DVE004,DEVELOPMENT,5,11.919103999999999,6.5394179999999995,5.345866999999999,0.004863,1.341683,0.0,13.262834999999999,1,0,0,128,12,12,FRESH_SELECTED
DVE004,DEVELOPMENT,6,11.885815000000001,6.504485999999997,5.348263000000002,0.004953,1.316841,0.0,13.204975000000001,1,0,0,128,12,12,FRESH_SELECTED
DVE005,DEVELOPMENT,0,6.363575,4.649520000000001,1.686799,0.000235,0.0,9.469308999999999,15.834544,2,1,1,128,12,11,NO_SAFE_PATH
DVE005,DEVELOPMENT,1,6.350955,4.635634,1.687708,0.000231,0.0,9.460929,15.813621999999999,2,1,1,128,12,11,NO_SAFE_PATH
DVE005,DEVELOPMENT,2,6.400006,4.669766000000001,1.7019309999999999,0.00022600000000000002,0.0,9.53267,15.9344,2,1,1,128,12,11,NO_SAFE_PATH
DVE005,DEVELOPMENT,3,6.364848,4.651393999999999,1.6853580000000001,0.00016700000000000002,0.0,9.538837,15.905481,2,1,1,128,12,11,NO_SAFE_PATH
DVE005,DEVELOPMENT,4,6.382679,4.660598,1.6954009999999997,0.000228,0.0,9.530619,15.914950999999999,2,1,1,128,12,11,NO_SAFE_PATH
DVE005,DEVELOPMENT,5,6.359017,4.667515,1.663859,0.000225,0.0,9.516964,15.877816999999999,2,1,1,128,12,11,NO_SAFE_PATH
DVE005,DEVELOPMENT,6,6.371295,4.679244,1.6640320000000002,0.00022700000000000002,0.0,9.515886,15.889078999999999,2,1,1,128,12,11,NO_SAFE_PATH
DVE006,DEVELOPMENT,0,19.248516,9.189892000000002,10.023587,0.0062380000000000005,1.226848,0.0,20.477545,1,0,0,128,12,12,FRESH_SELECTED
DVE006,DEVELOPMENT,1,19.209213,9.156731000000002,10.018083999999998,0.0064340000000000005,1.243261,0.0,20.454742999999997,1,0,0,128,12,12,FRESH_SELECTED
DVE006,DEVELOPMENT,2,19.2589,9.164314000000003,10.059228,0.006431,1.241913,0.0,20.503025,1,0,0,128,12,12,FRESH_SELECTED
DVE006,DEVELOPMENT,3,19.237353,9.170567,10.031608999999998,0.006695,1.2166620000000001,0.0,20.456145,1,0,0,128,12,12,FRESH_SELECTED
DVE006,DEVELOPMENT,4,19.159947,9.136951000000002,9.988234,0.006108,1.238924,0.0,20.401195,1,0,0,128,12,12,FRESH_SELECTED
DVE006,DEVELOPMENT,5,19.176616999999997,9.156895,9.985329,0.005886,1.23753,0.0,20.416475,1,0,0,128,12,12,FRESH_SELECTED
DVE006,DEVELOPMENT,6,19.2574,9.200805999999998,10.020676000000002,0.0062699999999999995,1.202708,0.0,20.462232,1,0,0,128,12,12,FRESH_SELECTED
DVE007,DEVELOPMENT,0,7.829135,5.068364000000001,2.7288309999999996,0.0041459999999999995,0.601579,0.0,8.432823,1,0,0,128,12,12,FRESH_SELECTED
DVE007,DEVELOPMENT,1,7.810765999999999,5.037217,2.7398580000000003,0.004462,0.598894,0.0,8.411658,1,0,0,128,12,12,FRESH_SELECTED
DVE007,DEVELOPMENT,2,7.8013699999999995,5.039382999999999,2.7292640000000006,0.004030000000000001,0.6189410000000001,0.0,8.422413,1,0,0,128,12,12,FRESH_SELECTED
DVE007,DEVELOPMENT,3,7.802689,5.0299890000000005,2.740482,0.004114,0.611601,0.0,8.416443,1,0,0,128,12,12,FRESH_SELECTED
DVE007,DEVELOPMENT,4,7.750952,5.024063999999999,2.694279,0.004030000000000001,0.6131409999999999,0.0,8.366279,1,0,0,128,12,12,FRESH_SELECTED
DVE007,DEVELOPMENT,5,7.835157000000001,5.078503,2.724143,0.003883,0.594264,0.0,8.431457,1,0,0,128,12,12,FRESH_SELECTED
DVE007,DEVELOPMENT,6,7.793898,5.039446000000001,2.7210449999999997,0.003987,0.6061620000000001,0.0,8.401887,1,0,0,128,12,12,FRESH_SELECTED
DVE008,DEVELOPMENT,0,11.676117,7.472835,4.176103,0.000221,0.0,19.80441,31.482346,2,1,1,128,12,12,NO_SAFE_PATH
DVE008,DEVELOPMENT,1,11.610974,7.4798670000000005,4.103533,0.000222,0.0,19.734409,31.346923,2,1,1,128,12,12,NO_SAFE_PATH
DVE008,DEVELOPMENT,2,11.703776,7.490072000000001,4.186177,0.000219,0.0,19.794922999999997,31.500309,2,1,1,128,12,12,NO_SAFE_PATH
DVE008,DEVELOPMENT,3,11.757601000000001,7.4940679999999995,4.235764000000001,0.000225,0.0,19.737353,31.496669,2,1,1,128,12,12,NO_SAFE_PATH
DVE008,DEVELOPMENT,4,11.717212,7.503966999999999,4.184902000000001,0.00023,0.0,19.813828,31.533018,2,1,1,128,12,12,NO_SAFE_PATH
DVE008,DEVELOPMENT,5,11.729445,7.489103999999999,4.213221000000001,0.00022700000000000002,0.0,19.732445,31.463455999999997,2,1,1,128,12,12,NO_SAFE_PATH
DVE008,DEVELOPMENT,6,11.686289,7.475016000000002,4.184559999999999,0.000222,0.0,19.719428,31.407431,2,1,1,128,12,12,NO_SAFE_PATH
DVE009,DEVELOPMENT,0,12.736057,7.822481,4.884456,0.000225,0.0,22.195098,34.933158999999996,2,1,1,128,12,12,NO_SAFE_PATH
DVE009,DEVELOPMENT,1,12.747777,7.822077999999999,4.896117,0.000231,0.0,22.213794999999998,34.963786,2,1,1,128,12,12,NO_SAFE_PATH
DVE009,DEVELOPMENT,2,12.713084,7.812047999999999,4.8711530000000005,0.000243,0.0,22.215629,34.930654000000004,2,1,1,128,12,12,NO_SAFE_PATH
DVE009,DEVELOPMENT,3,12.746827999999999,7.794211000000001,4.921913000000001,0.000235,0.0,22.225904,34.974616000000005,2,1,1,128,12,12,NO_SAFE_PATH
DVE009,DEVELOPMENT,4,12.761331,7.856135,4.874972999999999,0.000228,0.0,22.198972,34.962203,2,1,1,128,12,12,NO_SAFE_PATH
DVE009,DEVELOPMENT,5,12.712636,7.805086999999999,4.877859,0.00023,0.0,22.180877,34.895367,2,1,1,128,12,12,NO_SAFE_PATH
DVE009,DEVELOPMENT,6,12.725132,7.796142,4.898436,0.00022600000000000002,0.0,22.156943,34.88388,2,1,1,128,12,12,NO_SAFE_PATH
DVE010,DEVELOPMENT,0,15.879762000000001,9.435207,6.413550999999999,0.00021799999999999999,0.0,28.258678,44.140336000000005,2,1,1,128,12,12,NO_SAFE_PATH
DVE010,DEVELOPMENT,1,15.877717,9.444201000000003,6.3863129999999995,0.000221,0.0,28.37947,44.259422,2,1,1,128,12,12,NO_SAFE_PATH
DVE010,DEVELOPMENT,2,15.903552,9.450091000000002,6.422949999999999,0.00023,0.0,28.358131,44.263514,2,1,1,128,12,12,NO_SAFE_PATH
DVE010,DEVELOPMENT,3,15.911762000000001,9.420188,6.461664999999999,0.00023400000000000002,0.0,28.310650000000003,44.224191,2,1,1,128,12,12,NO_SAFE_PATH
DVE010,DEVELOPMENT,4,15.916594,9.424344000000001,6.461430999999999,0.000247,0.0,28.316809000000003,44.235057999999995,2,1,1,128,12,12,NO_SAFE_PATH
DVE010,DEVELOPMENT,5,15.882676,9.437275,6.398638000000001,0.000223,0.0,28.303018,44.187642999999994,2,1,1,128,12,12,NO_SAFE_PATH
DVE010,DEVELOPMENT,6,15.924975,9.442909999999998,6.452348000000001,0.00022600000000000002,0.0,28.301781,44.228730999999996,2,1,1,128,12,12,NO_SAFE_PATH
DVE011,DEVELOPMENT,0,16.28111,9.730793000000002,6.514531999999999,0.000241,0.0,28.742458,45.025400000000005,2,1,1,128,12,12,NO_SAFE_PATH
DVE011,DEVELOPMENT,1,16.379938,9.746725999999999,6.597875,0.000217,0.0,28.680761999999998,45.062678999999996,2,1,1,128,12,12,NO_SAFE_PATH
DVE011,DEVELOPMENT,2,16.30507,9.727079000000002,6.5426899999999995,0.000228,0.0,28.759884,45.066761,2,1,1,128,12,12,NO_SAFE_PATH
DVE011,DEVELOPMENT,3,16.268451,9.719648000000001,6.514517,0.000223,0.0,28.769685000000003,45.039821,2,1,1,128,12,12,NO_SAFE_PATH
DVE011,DEVELOPMENT,4,16.386461,9.787913999999999,6.561550000000001,0.000279,0.0,28.739617,45.13575,2,1,1,128,12,12,NO_SAFE_PATH
DVE011,DEVELOPMENT,5,16.324004000000002,9.722442,6.567342000000001,0.000214,0.0,28.773671999999998,45.099360999999995,2,1,1,128,12,12,NO_SAFE_PATH
DVE011,DEVELOPMENT,6,16.233783,9.716901000000002,6.481565999999999,0.000229,0.0,28.687611,44.923357,2,1,1,128,12,12,NO_SAFE_PATH
DVE012,DEVELOPMENT,0,9.695067,5.0492490000000005,4.611141999999999,0.006046,0.34739,0.0,10.044360000000001,1,0,0,128,12,12,FRESH_SELECTED
DVE012,DEVELOPMENT,1,9.705173,5.0682030000000005,4.6015310000000005,0.006038,0.347719,0.0,10.054977999999998,1,0,0,128,12,12,FRESH_SELECTED
DVE012,DEVELOPMENT,2,9.680241,5.096153999999999,4.5489120000000005,0.005941,0.359294,0.0,10.041743,1,0,0,128,12,12,FRESH_SELECTED
DVE012,DEVELOPMENT,3,9.662124,5.047616,4.580868000000001,0.005615,0.357507,0.0,10.021597,1,0,0,128,12,12,FRESH_SELECTED
DVE012,DEVELOPMENT,4,9.706608000000001,5.07726,4.5949789999999995,0.005643,0.348995,0.0,10.057713,1,0,0,128,12,12,FRESH_SELECTED
DVE012,DEVELOPMENT,5,9.652095,5.051703000000001,4.566516,0.005897,0.348902,0.0,10.002913000000001,1,0,0,128,12,12,FRESH_SELECTED
DVE012,DEVELOPMENT,6,9.725843000000001,5.047078,4.643876000000001,0.006088,0.349509,0.0,10.077579,1,0,0,128,12,12,FRESH_SELECTED
DVE013,DEVELOPMENT,0,12.438312,7.835839000000001,4.573637,0.000221,0.0,21.416973000000002,33.856970999999994,2,1,1,128,12,12,NO_SAFE_PATH
DVE013,DEVELOPMENT,1,12.464037000000001,7.831131,4.602496,0.00023300000000000003,0.0,21.238516999999998,33.70423,2,1,1,128,12,12,NO_SAFE_PATH
DVE013,DEVELOPMENT,2,12.46439,7.863054999999999,4.572507000000001,0.00038500000000000003,0.0,21.265469,33.731588,2,1,1,128,12,12,NO_SAFE_PATH
DVE013,DEVELOPMENT,3,12.458587,7.846321999999999,4.574616,0.000256,0.0,21.351242,33.811498,2,1,1,128,12,12,NO_SAFE_PATH
DVE013,DEVELOPMENT,4,12.457271,7.861544000000001,4.564576,0.000214,0.0,21.372488,33.831387,2,1,1,128,12,12,NO_SAFE_PATH
DVE013,DEVELOPMENT,5,12.448691,7.863128,4.5551140000000006,0.000225,0.0,21.44113,33.891386,2,1,1,128,12,12,NO_SAFE_PATH
DVE013,DEVELOPMENT,6,12.394053,7.843186,4.521903,0.000219,0.0,21.407683000000002,33.803493,2,1,1,128,12,12,NO_SAFE_PATH
DVE014,DEVELOPMENT,0,8.685599,5.2842150000000006,3.3694990000000002,0.004465,0.5756359999999999,0.0,9.263168,1,0,0,128,12,12,FRESH_SELECTED
DVE014,DEVELOPMENT,1,8.679494,5.309125,3.3369839999999997,0.004804,0.5596749999999999,0.0,9.24123,1,0,0,128,12,12,FRESH_SELECTED
DVE014,DEVELOPMENT,2,8.695054,5.310942999999999,3.3504179999999995,0.004465,0.571704,0.0,9.268928,1,0,0,128,12,12,FRESH_SELECTED
