event_id,dataset_role,observed_pre_change_pattern,post_change_fresh_pattern,classification,evaluation_1_role,evaluation_1_ego_s,evaluation_1_ego_d,evaluation_1_speed_mps,evaluation_1_hard_valid_exists,evaluation_2_reason,evaluation_3_reason,same_obstacle_snapshot_all,same_reference_snapshot_all,final_outcome
DVE020,DEVELOPMENT,1,1,PRIMARY_ONLY,GQSC_S1_CALLBACK_PRIMARY,16.042517265841344,-0.68957666870419709,0,1,NONE,NONE,1,1,FRESH_SELECTED
DVE021,DEVELOPMENT,2,1,PRIMARY_PLUS_EQUIVALENT_ESCAPE_REUSED,GQSC_S1_CALLBACK_PRIMARY,19.600732429259491,0.25039141234113049,0,0,SAFE_STOP_REQUESTED_POINT,NONE,1,1,NO_SAFE_PATH
DVE022,DEVELOPMENT,1,1,PRIMARY_ONLY,GQSC_S1_CALLBACK_PRIMARY,17.025862720079342,0.03190756548771647,0.049579432749091157,1,NONE,NONE,1,1,FRESH_SELECTED
DVE023,DEVELOPMENT,2,2,PRIMARY_PLUS_DISTINCT_STOP_ESCAPE,GQSC_S1_CALLBACK_PRIMARY,28.940258761991714,0.7328996045142494,0.71457309840907035,0,SAFE_STOP_REQUESTED_POINT,NONE,1,1,NO_SAFE_PATH
DVE024,DEVELOPMENT,1,1,PRIMARY_ONLY,GQSC_S1_CALLBACK_PRIMARY,1.4285176694345858,-0.39913379817151812,0.042394113497995559,1,NONE,NONE,1,1,FRESH_SELECTED
DVE025,DEVELOPMENT,2,2,PRIMARY_PLUS_DISTINCT_STOP_ESCAPE,GQSC_S1_CALLBACK_PRIMARY,23.138609523317559,-0.33729310614114622,1.2460369489347636,0,SAFE_STOP_REQUESTED_POINT,NONE,1,1,NO_SAFE_PATH
DVE026,DEVELOPMENT,2,1,PRIMARY_PLUS_EQUIVALENT_ESCAPE_REUSED,GQSC_S1_CALLBACK_PRIMARY,1.0219655075481469,0.023883519789027467,0,0,SAFE_STOP_REQUESTED_POINT,NONE,1,1,NO_SAFE_PATH
DVE027,DEVELOPMENT,2,1,PRIMARY_PLUS_EQUIVALENT_ESCAPE_REUSED,GQSC_S1_CALLBACK_PRIMARY,10.272790924773464,-0.81573776321424873,0,0,SAFE_STOP_REQUESTED_POINT,NONE,1,1,NO_SAFE_PATH
DVE028,DEVELOPMENT,1,1,PRIMARY_ONLY,GQSC_S1_CALLBACK_PRIMARY,19.760215389208106,0.20206882654792688,0,1,NONE,NONE,1,1,FRESH_SELECTED
DVE029,DEVELOPMENT,1,1,PRIMARY_ONLY,GQSC_S1_CALLBACK_PRIMARY,38.679575553134569,-0.2417432269895621,0,1,NONE,NONE,1,1,FRESH_SELECTED
DVE030,DEVELOPMENT,1,1,PRIMARY_ONLY,GQSC_S1_CALLBACK_PRIMARY,0.85428161926922341,-0.0082921620208164515,0,1,NONE,NONE,1,1,FRESH_SELECTED
DVE031,DEVELOPMENT,1,1,PRIMARY_ONLY,GQSC_S1_CALLBACK_PRIMARY,4.9213041349598168,-0.27695116317693014,0,1,NONE,NONE,1,1,FRESH_SELECTED
DVE032,DEVELOPMENT,2,1,PRIMARY_PLUS_EQUIVALENT_ESCAPE_REUSED,GQSC_S1_CALLBACK_PRIMARY,0.98118320817439386,0.20151923796426296,0,0,SAFE_STOP_REQUESTED_POINT,NONE,1,1,NO_SAFE_PATH
DVE033,DEVELOPMENT,2,1,PRIMARY_PLUS_EQUIVALENT_ESCAPE_REUSED,GQSC_S1_CALLBACK_PRIMARY,0.99380573342460976,0.19086513023440893,0,0,SAFE_STOP_REQUESTED_POINT,NONE,1,1,NO_SAFE_PATH
DVE034,DEVELOPMENT,2,1,PRIMARY_PLUS_EQUIVALENT_ESCAPE_REUSED,GQSC_S1_CALLBACK_PRIMARY,17.043566844071393,-0.02845353887425944,0,0,SAFE_STOP_REQUESTED_POINT,NONE,1,1,NO_SAFE_PATH
DVE035,DEVELOPMENT,2,1,PRIMARY_PLUS_EQUIVALENT_ESCAPE_REUSED,GQSC_S1_CALLBACK_PRIMARY,17.126759640618875,-0.13085719454182937,0,0,SAFE_STOP_REQUESTED_POINT,NONE,1,1,NO_SAFE_PATH
DVE036,DEVELOPMENT,2,2,PRIMARY_PLUS_DISTINCT_STOP_ESCAPE,GQSC_S1_CALLBACK_PRIMARY,34.075004111402379,-0.027174803773587428,0.18178430886035626,0,SAFE_STOP_REQUESTED_POINT,NONE,1,1,NO_SAFE_PATH
DVE037,DEVELOPMENT,1,1,PRIMARY_ONLY,GQSC_S1_CALLBACK_PRIMARY,1.3944659014225946,0.66553010709891924,0,1,NONE,NONE,1,1,FRESH_SELECTED
DVE038,DEVELOPMENT,1,1,PRIMARY_ONLY,GQSC_S1_CALLBACK_PRIMARY,15.729411000472773,-0.66781882384455971,0.21940299579622805,1,NONE,NONE,1,1,FRESH_SELECTED
DVE039,DEVELOPMENT,3,2,PRIMARY_PLUS_DISTINCT_STOP_AND_EQUIVALENT_EGO_ENDPOINT,GQSC_S1_CALLBACK_PRIMARY,4.3463452505166256,-1.0634893075228096,0,0,SAFE_STOP_REQUESTED_POINT,SAFE_STOP_EGO_ENDPOINT,1,1,NO_SAFE_PATH
DVE040,DEVELOPMENT,2,2,PRIMARY_PLUS_DISTINCT_STOP_ESCAPE,GQSC_S1_CALLBACK_PRIMARY,23.042763550765667,-0.42773070797098517,0.99475719938835361,0,SAFE_STOP_REQUESTED_POINT,NONE,1,1,NO_SAFE_PATH
VUE001,VALIDATION_SEEN_AFTER_V1,2,1,PRIMARY_PLUS_EQUIVALENT_ESCAPE_REUSED,GQSC_S1_CALLBACK_PRIMARY,16.932348003332521,-0.025772911753660036,0,0,SAFE_STOP_REQUESTED_POINT,NONE,1,1,NO_SAFE_PATH
VUE002,VALIDATION_SEEN_AFTER_V1,2,1,PRIMARY_PLUS_EQUIVALENT_ESCAPE_REUSED,GQSC_S1_CALLBACK_PRIMARY,16.972721080267789,0.012510667076417684,0,0,SAFE_STOP_REQUESTED_POINT,NONE,1,1,NO_SAFE_PATH
VUE003,VALIDATION_SEEN_AFTER_V1,2,1,PRIMARY_PLUS_EQUIVALENT_ESCAPE_REUSED,GQSC_S1_CALLBACK_PRIMARY,17.147739072355403,-0.25027159106242902,0,0,SAFE_STOP_REQUESTED_POINT,NONE,1,1,NO_SAFE_PATH
VUE004,VALIDATION_SEEN_AFTER_V1,1,1,PRIMARY_ONLY,GQSC_S1_CALLBACK_PRIMARY,4.9944184450417168,-0.16402332794630925,0,1,NONE,NONE,1,1,FRESH_SELECTED
VUE005,VALIDATION_SEEN_AFTER_V1,1,1,PRIMARY_ONLY,GQSC_S1_CALLBACK_PRIMARY,4.9180772854521093,-0.2861915137030292,0,1,NONE,NONE,1,1,FRESH_SELECTED
VUE006,VALIDATION_SEEN_AFTER_V1,1,1,PRIMARY_ONLY,GQSC_S1_CALLBACK_PRIMARY,4.8703828302806169,-0.29482472604611237,0,1,NONE,NONE,1,1,FRESH_SELECTED
VUE007,VALIDATION_SEEN_AFTER_V1,1,1,PRIMARY_ONLY,GQSC_S1_CALLBACK_PRIMARY,4.873683202358678,-0.28727578120414704,0,1,NONE,NONE,1,1,FRESH_SELECTED
VUE008,VALIDATION_SEEN_AFTER_V1,1,1,PRIMARY_ONLY,GQSC_S1_CALLBACK_PRIMARY,4.9470370909790713,-0.15500764959482372,0.61981473099308182,1,NONE,NONE,1,1,FRESH_SELECTED
VUE009,VALIDATION_SEEN_AFTER_V1,2,1,PRIMARY_PLUS_EQUIVALENT_ESCAPE_REUSED,GQSC_S1_CALLBACK_PRIMARY,1.0098807165280375,0.18825632143662868,0,0,SAFE_STOP_REQUESTED_POINT,NONE,1,1,NO_SAFE_PATH
VUE010,VALIDATION_SEEN_AFTER_V1,2,1,PRIMARY_PLUS_EQUIVALENT_ESCAPE_REUSED,GQSC_S1_CALLBACK_PRIMARY,0.97743539083711029,0.20853669021388152,0,0,SAFE_STOP_REQUESTED_POINT,NONE,1,1,NO_SAFE_PATH
VUE011,VALIDATION_SEEN_AFTER_V1,1,1,PRIMARY_ONLY,GQSC_S1_CALLBACK_PRIMARY,0.938794254137433,0.2525320596363928,0,1,NONE,NONE,1,1,FRESH_SELECTED
VUE012,VALIDATION_SEEN_AFTER_V1,2,1,PRIMARY_PLUS_EQUIVALENT_ESCAPE_REUSED,GQSC_S1_CALLBACK_PRIMARY,0.99164766480630795,0.19585256577145407,0,0,SAFE_STOP_REQUESTED_POINT,NONE,1,1,NO_SAFE_PATH
VUE013,VALIDATION_SEEN_AFTER_V1,1,1,PRIMARY_ONLY,GQSC_S1_CALLBACK_PRIMARY,0.56213050945925447,-0.085616403172026415,0,1,NONE,NONE,1,1,FRESH_SELECTED
VUE014,VALIDATION_SEEN_AFTER_V1,2,1,PRIMARY_PLUS_EQUIVALENT_ESCAPE_REUSED,GQSC_S1_CALLBACK_PRIMARY,1.0304011807456008,0.033024527030291365,0,0,SAFE_STOP_REQUESTED_POINT,NONE,1,1,NO_SAFE_PATH
VUE015,VALIDATION_SEEN_AFTER_V1,2,1,PRIMARY_PLUS_EQUIVALENT_ESCAPE_REUSED,GQSC_S1_CALLBACK_PRIMARY,1.0011380746736391,0.2291608695999017,0,0,SAFE_STOP_REQUESTED_POINT,NONE,1,1,NO_SAFE_PATH
VUE016,VALIDATION_SEEN_AFTER_V1,2,2,PRIMARY_PLUS_DISTINCT_STOP_ESCAPE,GQSC_S1_CALLBACK_PRIMARY,2.5995376910908163,-0.62194443813566214,1.0500845494319144,0,SAFE_STOP_REQUESTED_POINT,NONE,1,1,NO_SAFE_PATH
VUE017,VALIDATION_SEEN_AFTER_V1,2,1,PRIMARY_PLUS_EQUIVALENT_ESCAPE_REUSED,GQSC_S1_CALLBACK_PRIMARY,34.774550418797055,-0.65334668599072221,0,0,SAFE_STOP_REQUESTED_POINT,NONE,1,1,NO_SAFE_PATH
VUE018,VALIDATION_SEEN_AFTER_V1,1,1,PRIMARY_ONLY,GQSC_S1_CALLBACK_PRIMARY,38.720374548908076,-0.16605331331848563,0,1,NONE,NONE,1,1,FRESH_SELECTED
VUE019,VALIDATION_SEEN_AFTER_V1,2,1,PRIMARY_PLUS_EQUIVALENT_ESCAPE_REUSED,GQSC_S1_CALLBACK_PRIMARY,14.849219473890502,0.41869552579427294,0,0,SAFE_STOP_REQUESTED_POINT,NONE,1,1,NO_SAFE_PATH
VUE020,VALIDATION_SEEN_AFTER_V1,1,1,PRIMARY_ONLY,GQSC_S1_CALLBACK_PRIMARY,19.599895349612268,0.20134543693947543,0,1,NONE,NONE,1,1,FRESH_SELECTED
VUE021,VALIDATION_SEEN_AFTER_V1,2,1,PRIMARY_PLUS_EQUIVALENT_ESCAPE_REUSED,GQSC_S1_CALLBACK_PRIMARY,10.458997190668992,-0.68969037410284895,0,0,SAFE_STOP_REQUESTED_POINT,NONE,1,1,NO_SAFE_PATH
VUE022,VALIDATION_SEEN_AFTER_V1,2,1,PRIMARY_PLUS_EQUIVALENT_ESCAPE_REUSED,GQSC_S1_CALLBACK_PRIMARY,1.4567736350262663,-0.40839759465745235,0,0,SAFE_STOP_REQUESTED_POINT,NONE,1,1,NO_SAFE_PATH
VUE023,VALIDATION_SEEN_AFTER_V1,1,1,PRIMARY_ONLY,GQSC_S1_CALLBACK_PRIMARY,1.5764556285434881,-0.34892712030188855,0,1,NONE,NONE,1,1,FRESH_SELECTED
VUE024,VALIDATION_SEEN_AFTER_V1,1,1,PRIMARY_ONLY,GQSC_S1_CALLBACK_PRIMARY,1.5106900848490032,-0.52879219465887906,0,1,NONE,NONE,1,1,FRESH_SELECTED
VUE025,VALIDATION_SEEN_AFTER_V1,1,1,PRIMARY_ONLY,GQSC_S1_CALLBACK_PRIMARY,0.67647519330319883,-0.043131326106486033,0.26360007748482889,1,NONE,NONE,1,1,FRESH_SELECTED
VUE026,VALIDATION_SEEN_AFTER_V1,1,1,PRIMARY_ONLY,GQSC_S1_CALLBACK_PRIMARY,0.97128919084373011,-0.28803119895185103,0.33475879119546237,1,NONE,NONE,1,1,FRESH_SELECTED
VUE027,VALIDATION_SEEN_AFTER_V1,1,1,PRIMARY_ONLY,GQSC_S1_CALLBACK_PRIMARY,0.81595530845309683,-0.24839526607178442,0,1,NONE,NONE,1,1,FRESH_SELECTED
VUE028,VALIDATION_SEEN_AFTER_V1,1,1,PRIMARY_ONLY,GQSC_S1_CALLBACK_PRIMARY,1.1332232308408834,-0.10513660555763028,0,1,NONE,NONE,1,1,FRESH_SELECTED
VUE029,VALIDATION_SEEN_AFTER_V1,2,2,PRIMARY_PLUS_DISTINCT_STOP_ESCAPE,GQSC_S1_CALLBACK_PRIMARY,34.070519799821184,0.026689331803374676,0.19826975404883473,0,SAFE_STOP_REQUESTED_POINT,NONE,1,1,NO_SAFE_PATH
VUE030,VALIDATION_SEEN_AFTER_V1,1,1,PRIMARY_ONLY,GQSC_S1_CALLBACK_PRIMARY,5.9393466632488892,-0.25830084411864085,0,1,NONE,NONE,1,1,FRESH_SELECTED
VUE031,VALIDATION_SEEN_AFTER_V1,2,1,PRIMARY_PLUS_EQUIVALENT_ESCAPE_REUSED,GQSC_S1_CALLBACK_PRIMARY,22.179877616401622,-0.9604835143144046,0,0,SAFE_STOP_REQUESTED_POINT,NONE,1,1,NO_SAFE_PATH
VUE032,VALIDATION_SEEN_AFTER_V1,1,1,PRIMARY_ONLY,GQSC_S1_CALLBACK_PRIMARY,17.819895810342036,-0.34166332034245334,0,1,NONE,NONE,1,1,FRESH_SELECTED
VUE033,VALIDATION_SEEN_AFTER_V1,1,1,PRIMARY_ONLY,GQSC_S1_CALLBACK_PRIMARY,15.773672034130847,-0.67850027437023108,0,1,NONE,NONE,1,1,FRESH_SELECTED
VUE034,VALIDATION_SEEN_AFTER_V1,1,1,PRIMARY_ONLY,GQSC_S1_CALLBACK_PRIMARY,15.733055694172911,-0.66984171919531743,0.20083780720616559,1,NONE,NONE,1,1,FRESH_SELECTED
VUE035,VALIDATION_SEEN_AFTER_V1,2,2,PRIMARY_PLUS_DISTINCT_STOP_ESCAPE,GQSC_S1_CALLBACK_PRIMARY,18.148455945981407,-0.68443504175448011,0.20584983092576836,0,SAFE_STOP_REQUESTED_POINT,NONE,1,1,NO_SAFE_PATH
VUE036,VALIDATION_SEEN_AFTER_V1,1,1,PRIMARY_ONLY,GQSC_S1_CALLBACK_PRIMARY,4.3290291018125053,-0.97785365182058048,0,1,NONE,NONE,1,1,FRESH_SELECTED
VUE037,VALIDATION_SEEN_AFTER_V1,2,2,PRIMARY_PLUS_DISTINCT_STOP_ESCAPE,GQSC_S1_CALLBACK_PRIMARY,11.090407813677572,0.35370572906775338,4.2047949563315354,0,SAFE_STOP_REQUESTED_POINT,NONE,1,1,NO_SAFE_PATH
SCE001,SUCCESS_CONTROL_SEEN,1,1,PRIMARY_ONLY,GQSC_S1_CALLBACK_PRIMARY,45.147353059720942,-0.52875571891344086,0,1,NONE,NONE,1,1,FRESH_SELECTED
SCE002,SUCCESS_CONTROL_SEEN,1,1,PRIMARY_ONLY,GQSC_S1_CALLBACK_PRIMARY,14.586530111539767,0.18664540687777861,0,1,NONE,NONE,1,1,FRESH_SELECTED
SCE003,SUCCESS_CONTROL_SEEN,1,1,PRIMARY_ONLY,GQSC_S1_CALLBACK_PRIMARY,44.680719532105329,-0.045515573765548559,3.9832227954982926,1,NONE,NONE,1,1,FRESH_SELECTED
SCE004,SUCCESS_CONTROL_SEEN,1,1,PRIMARY_ONLY,GQSC_S1_CALLBACK_PRIMARY,21.417324959721537,-1.101515140122332,0,1,NONE,NONE,1,1,FRESH_SELECTED
SCE005,SUCCESS_CONTROL_SEEN,1,1,PRIMARY_ONLY,GQSC_S1_CALLBACK_PRIMARY,14.502275280651494,0.093780887347955644,3.5314946276209565,1,NONE,NONE,1,1,FRESH_SELECTED
SCE006,SUCCESS_CONTROL_SEEN,1,1,PRIMARY_ONLY,GQSC_S1_CALLBACK_PRIMARY,0.6395062123039903,-0.058784298712475279,2.7220097205299796,1,NONE,NONE,1,1,FRESH_SELECTED
SCE007,SUCCESS_CONTROL_SEEN,1,1,PRIMARY_ONLY,GQSC_S1_CALLBACK_PRIMARY,45.892546968949794,-0.20639844987179395,2.7298725231733791,1,NONE,NONE,1,1,FRESH_SELECTED
SCE008,SUCCESS_CONTROL_SEEN,1,1,PRIMARY_ONLY,GQSC_S1_CALLBACK_PRIMARY,0.85095603321156399,-0.02668765403514272,0,1,NONE,NONE,1,1,FRESH_SELECTED
SCE009,SUCCESS_CONTROL_SEEN,1,1,PRIMARY_ONLY,GQSC_S1_CALLBACK_PRIMARY,35.300247229268258,0.26772662167147504,0,1,NONE,NONE,1,1,FRESH_SELECTED
SCE010,SUCCESS_CONTROL_SEEN,1,1,PRIMARY_ONLY,GQSC_S1_CALLBACK_PRIMARY,27.994561090906171,0.77864186756855946,0,1,NONE,NONE,1,1,FRESH_SELECTED
SCE011,SUCCESS_CONTROL_SEEN,1,1,PRIMARY_ONLY,GQSC_S1_CALLBACK_PRIMARY,35.361904133900865,0.27334801266380304,0,1,NONE,NONE,1,1,FRESH_SELECTED
SCE012,SUCCESS_CONTROL_SEEN,1,1,PRIMARY_ONLY,GQSC_S1_CALLBACK_PRIMARY,28.009458897062633,0.78761542563717879,0,1,NONE,NONE,1,1,FRESH_SELECTED
SCE013,SUCCESS_CONTROL_SEEN,1,1,PRIMARY_ONLY,GQSC_S1_CALLBACK_PRIMARY,34.436884268764629,0.0086956832200810377,3.2835720523368659,1,NONE,NONE,1,1,FRESH_SELECTED
SCE014,SUCCESS_CONTROL_SEEN,1,1,PRIMARY_ONLY,GQSC_S1_CALLBACK_PRIMARY,18.532153385188149,0.071721217245016136,0.28886751773779906,1,NONE,NONE,1,1,FRESH_SELECTED
SCE015,SUCCESS_CONTROL_SEEN,1,1,PRIMARY_ONLY,GQSC_S1_CALLBACK_PRIMARY,3.7191587985810357,0.12862998179783217,0,1,NONE,NONE,1,1,FRESH_SELECTED
SCE016,SUCCESS_CONTROL_SEEN,1,1,PRIMARY_ONLY,GQSC_S1_CALLBACK_PRIMARY,28.963567566574305,-0.32008986517444521,0,1,NONE,NONE,1,1,FRESH_SELECTED
SCE017,SUCCESS_CONTROL_SEEN,1,1,PRIMARY_ONLY,GQSC_S1_CALLBACK_PRIMARY,45.251979185927262,-0.074377210408013386,3.9018519361274313,1,NONE,NONE,1,1,FRESH_SELECTED
SCE018,SUCCESS_CONTROL_SEEN,1,1,PRIMARY_ONLY,GQSC_S1_CALLBACK_PRIMARY,11.801691151003425,0.074708912484302642,0,1,NONE,NONE,1,1,FRESH_SELECTED
